Serial_No,Date,Season,Time_of_Day,Origin,Destination,Cargo_Type,Shipping_Mode,Weather,Special_Handling,Freight_Volume,Price_per_Unit,Delivery_Status
227,2014-01-09 06:01:55.993159931,Winter,Morning,South,Central,FMCG,Rail,Clear,Fragile,84.5,187.13,On Time
228,2014-01-09 06:54:30.488704887,Winter,Morning,South,East,Electronics,Air,Rain,None,70.52,419.46,On Time
229,2014-01-09 07:47:04.984249842,Winter,Morning,East,West,Electronics,Road,Fog,Fragile,65.66,300.03,Cancelled
230,2014-01-09 08:39:39.479794798,Winter,Morning,West,South,Agriculture,Sea,Clear,Fragile,130.19,106.72,On Time
231,2014-01-09 09:32:13.975339753,Winter,Morning,South,West,Automobile,Road,Clear,Perishable,58.74,334.78,Cancelled
232,2014-01-09 10:24:48.470884708,Winter,Morning,North,South,Automobile,Sea,Clear,None,71.61,192.81,On Time
233,2014-01-09 11:17:22.966429664,Winter,Morning,West,Central,Electronics,Sea,Clear,None,99.66,139.08,On Time
234,2014-01-09 12:09:57.461974619,Winter,Afternoon,West,North,Electronics,Rail,Clear,Fragile,126.56,125.43,On Time
235,2014-01-09 13:02:31.957519575,Winter,Afternoon,North,South,Electronics,Road,Rain,Fragile,83.17,237.61,On Time
236,2014-01-09 13:55:06.453064530,Winter,Afternoon,South,East,FMCG,Road,Clear,None,121.38,163.43,On Time
237,2014-01-09 14:47:40.948609486,Winter,Afternoon,North,South,Electronics,Air,Storm,Perishable,65.32,452.35,Delayed
238,2014-01-09 15:40:15.444154441,Winter,Afternoon,West,East,Pharma,Rail,Fog,Fragile,77.71,203.28,Delayed
239,2014-01-09 16:32:49.939699397,Winter,Afternoon,Central,North,Electronics,Rail,Clear,Hazardous,82.6,191.39,Delayed
240,2014-01-09 17:25:24.435244352,Winter,Evening,Central,North,Agriculture,Air,Clear,Perishable,121.82,244.26,On Time
241,2014-01-09 18:17:58.930789307,Winter,Evening,East,Central,Agriculture,Rail,Clear,None,134.4,118.17,On Time
242,2014-01-09 19:10:33.426334263,Winter,Evening,North,Central,Electronics,Rail,Clear,Perishable,100.81,157.16,On Time
243,2014-01-09 20:03:07.921879218,Winter,Evening,North,North,Electronics,Air,Rain,Fragile,89.57,331.24,On Time
244,2014-01-09 20:55:42.417424174,Winter,Evening,East,South,Electronics,Sea,Rain,None,118.17,117.48,On Time
245,2014-01-09 21:48:16.912969129,Winter,Night,East,South,Agriculture,Air,Clear,Perishable,112.63,264.01,Delayed
246,2014-01-09 22:40:51.408514085,Winter,Night,East,Central,Agriculture,Rail,Clear,Fragile,114.84,138.12,On Time
247,2014-01-09 23:33:25.904059040,Winter,Night,West,South,Automobile,Rail,Rain,None,65.15,241.87,Delayed
248,2014-01-10 00:26:00.399603996,Winter,Night,North,South,FMCG,Sea,Rain,Hazardous,98.27,141.03,On Time
249,2014-01-10 01:18:34.895148951,Winter,Night,West,South,Pharma,Road,Clear,Hazardous,88.05,224.59,Delayed
250,2014-01-10 02:11:09.390693907,Winter,Night,East,South,Automobile,Air,Fog,None,68.52,431.53,Delayed
251,2014-01-10 03:03:43.886238862,Winter,Night,North,East,Electronics,Road,Rain,None,76.39,258.43,Delayed
252,2014-01-10 03:56:18.381783817,Winter,Night,West,Central,Agriculture,Sea,Clear,Hazardous,121.27,114.5,On Time
253,2014-01-10 04:48:52.877328773,Winter,Night,West,North,Automobile,Road,Clear,None,63.87,308.31,On Time
254,2014-01-10 05:41:27.372873728,Winter,Morning,East,North,Pharma,Air,Clear,Perishable,77.95,379.99,On Time
255,2014-01-10 06:34:01.868418684,Winter,Morning,North,East,FMCG,Sea,Clear,Hazardous,140.36,99.04,Delayed
256,2014-01-10 07:26:36.363963639,Winter,Morning,East,Central,Pharma,Sea,Clear,Perishable,75.08,184.02,On Time
257,2014-01-10 08:19:10.859508595,Winter,Morning,North,East,Pharma,Rail,Clear,Perishable,87.58,180.63,On Time
258,2014-01-10 09:11:45.355053550,Winter,Morning,Central,Central,Pharma,Air,Clear,Perishable,118.49,251.07,On Time
259,2014-01-10 10:04:19.850598506,Winter,Morning,South,East,Agriculture,Road,Fog,Fragile,49.89,393.0,Delayed
260,2014-01-10 10:56:54.346143461,Winter,Morning,South,South,Agriculture,Sea,Rain,None,97.98,141.44,Delayed
261,2014-01-10 11:49:28.841688416,Winter,Morning,South,East,FMCG,Rail,Fog,Perishable,64.92,242.72,Delayed
262,2014-01-10 12:42:03.337233372,Winter,Afternoon,East,East,Automobile,Road,Rain,Perishable,68.73,286.82,On Time
263,2014-01-10 13:34:37.832778327,Winter,Afternoon,Central,West,Agriculture,Road,Storm,None,76.34,258.6,Delayed
264,2014-01-10 14:27:12.328323283,Winter,Afternoon,North,Central,Pharma,Road,Storm,Perishable,49.02,399.84,Cancelled
265,2014-01-10 15:19:46.823868238,Winter,Afternoon,West,South,Electronics,Air,Rain,Fragile,71.21,415.45,On Time
266,2014-01-10 16:12:21.319413194,Winter,Afternoon,North,East,Agriculture,Air,Fog,Hazardous,104.35,284.77,Cancelled
267,2014-01-10 17:04:55.814958149,Winter,Evening,West,South,Electronics,Rail,Clear,Perishable,62.68,251.26,Cancelled
268,2014-01-10 17:57:30.310503105,Winter,Evening,North,Central,Agriculture,Road,Rain,Hazardous,82.35,239.95,On Time
269,2014-01-10 18:50:04.806048060,Winter,Evening,Central,North,Automobile,Rail,Clear,None,86.6,182.65,On Time
270,2014-01-10 19:42:39.301593016,Winter,Evening,West,West,Electronics,Sea,Rain,Perishable,91.8,150.86,Cancelled
271,2014-01-10 20:35:13.797137971,Winter,Evening,East,West,Pharma,Road,Clear,Fragile,113.02,175.41,On Time
272,2014-01-10 21:27:48.292682926,Winter,Night,North,Central,FMCG,Sea,Clear,Perishable,97.48,142.16,On Time
273,2014-01-10 22:20:22.788227882,Winter,Night,North,West,FMCG,Road,Rain,Fragile,75.74,260.62,On Time
274,2014-01-10 23:12:57.283772837,Winter,Night,West,North,Electronics,Sea,Fog,None,87.38,158.41,Delayed
275,2014-01-11 00:05:31.779317793,Winter,Night,East,South,Pharma,Road,Rain,Fragile,62.02,317.36,Delayed
276,2014-01-11 00:58:06.274862748,Winter,Night,East,East,Pharma,Air,Clear,Fragile,68.62,430.91,On Time
277,2014-01-11 01:50:40.770407704,Winter,Night,Central,Central,Automobile,Sea,Rain,None,80.1,172.63,On Time
278,2014-01-11 02:43:15.265952659,Winter,Night,East,Central,Automobile,Rail,Fog,Hazardous,49.65,315.89,Cancelled
279,2014-01-11 03:35:49.761497615,Winter,Night,East,West,Electronics,Rail,Rain,Fragile,116.42,136.26,On Time
280,2014-01-11 04:28:24.257042570,Winter,Night,East,East,Automobile,Sea,Rain,Hazardous,66.79,206.52,On Time
281,2014-01-11 05:20:58.752587525,Winter,Morning,South,West,Electronics,Rail,Storm,Hazardous,102.46,154.65,Delayed
282,2014-01-11 06:13:33.248132481,Winter,Morning,Central,West,Agriculture,Road,Clear,Hazardous,87.62,225.68,On Time
283,2014-01-11 07:06:07.743677436,Winter,Morning,North,South,Pharma,Sea,Storm,None,73.65,187.54,Delayed
284,2014-01-11 07:58:42.239222392,Winter,Morning,West,South,Agriculture,Rail,Clear,Perishable,153.78,103.37,On Time
285,2014-01-11 08:51:16.734767347,Winter,Morning,North,West,FMCG,Rail,Clear,Perishable,136.93,116.0,On Time
286,2014-01-11 09:43:51.230312303,Winter,Morning,Central,North,Electronics,Road,Clear,Fragile,116.11,170.78,On Time
287,2014-01-11 10:36:25.725857258,Winter,Morning,West,Central,FMCG,Sea,Rain,Hazardous,101.63,136.41,On Time
288,2014-01-11 11:29:00.221402214,Winter,Morning,Central,North,Pharma,Rail,Clear,Perishable,65.23,241.58,On Time
289,2014-01-11 12:21:34.716947169,Winter,Afternoon,East,Central,Automobile,Rail,Storm,None,41.24,378.79,Delayed
290,2014-01-11 13:14:09.212492125,Winter,Afternoon,West,East,Electronics,Road,Clear,Hazardous,131.53,150.91,On Time
291,2014-01-11 14:06:43.708037080,Winter,Afternoon,East,East,Electronics,Road,Rain,Perishable,97.32,203.42,On Time
292,2014-01-11 14:59:18.203582035,Winter,Afternoon,North,North,Pharma,Sea,Clear,Perishable,109.96,126.17,On Time
293,2014-01-11 15:51:52.699126991,Winter,Afternoon,North,West,Automobile,Air,Clear,None,51.74,568.83,On Time
294,2014-01-11 16:44:27.194671946,Winter,Afternoon,West,West,Automobile,Rail,Rain,None,52.33,300.02,Delayed
295,2014-01-11 17:37:01.690216902,Winter,Evening,West,East,Electronics,Rail,Fog,Perishable,96.01,164.93,Cancelled
296,2014-01-11 18:29:36.185761857,Winter,Evening,Central,West,Pharma,Rail,Storm,Perishable,60.07,261.99,Delayed
297,2014-01-11 19:22:10.681306813,Winter,Evening,Central,South,Automobile,Sea,Clear,Fragile,71.71,192.55,Delayed
298,2014-01-11 20:14:45.176851768,Winter,Evening,East,East,FMCG,Rail,Rain,None,102.68,154.32,On Time
299,2014-01-11 21:07:19.672396724,Winter,Night,West,Central,Electronics,Road,Storm,Hazardous,70.41,280.07,Delayed
300,2014-01-11 21:59:54.167941679,Winter,Night,North,Central,Automobile,Road,Clear,Perishable,91.83,215.45,On Time
301,2014-01-11 22:52:28.663486634,Winter,Night,Central,West,Automobile,Sea,Rain,Fragile,84.74,163.28,On Time
302,2014-01-11 23:45:03.159031590,Winter,Night,Central,Central,Electronics,Air,Rain,None,32.63,892.06,On Time
303,2014-01-12 00:37:37.654576545,Winter,Night,North,Central,Pharma,Road,Clear,None,110.57,179.26,Cancelled
304,2014-01-12 01:30:12.150121501,Winter,Night,Central,North,Agriculture,Sea,Clear,Perishable,106.71,129.98,Delayed
305,2014-01-12 02:22:46.645666456,Winter,Night,East,North,Automobile,Rail,Clear,Fragile,125.01,126.97,On Time
306,2014-01-12 03:15:21.141211412,Winter,Night,West,Central,Electronics,Road,Clear,Hazardous,140.98,140.86,On Time
307,2014-01-12 04:07:55.636756367,Winter,Night,North,East,FMCG,Sea,Clear,None,55.01,249.96,On Time
308,2014-01-12 05:00:30.132301323,Winter,Morning,West,Central,Automobile,Sea,Clear,Perishable,83.85,165.0,On Time
309,2014-01-12 05:53:04.627846278,Winter,Morning,Central,South,Pharma,Rail,Rain,Fragile,90.83,174.23,On Time
310,2014-01-12 06:45:39.123391234,Winter,Morning,Central,East,FMCG,Sea,Clear,Fragile,97.27,142.46,Delayed
311,2014-01-12 07:38:13.618936189,Winter,Morning,North,South,Automobile,Road,Storm,Perishable,56.72,346.5,Delayed
312,2014-01-12 08:30:48.114481144,Winter,Morning,East,South,Pharma,Sea,Storm,Hazardous,74.2,186.17,Delayed
313,2014-01-12 09:23:22.610026100,Winter,Morning,South,West,Pharma,Air,Clear,None,84.87,349.37,On Time
314,2014-01-12 10:15:57.105571055,Winter,Morning,North,North,FMCG,Sea,Clear,None,116.13,119.53,On Time
315,2014-01-12 11:08:31.601116011,Winter,Morning,South,West,Pharma,Road,Fog,Hazardous,35.02,555.25,Delayed
316,2014-01-12 12:01:06.096660966,Winter,Afternoon,South,South,Agriculture,Air,Rain,Hazardous,108.54,273.87,On Time
317,2014-01-12 12:53:40.592205922,Winter,Afternoon,East,West,Pharma,Air,Clear,Fragile,102.72,289.24,On Time
318,2014-01-12 13:46:15.087750877,Winter,Afternoon,South,West,FMCG,Rail,Clear,Fragile,98.09,161.47,On Time
319,2014-01-12 14:38:49.583295833,Winter,Afternoon,South,East,Electronics,Air,Fog,None,96.85,306.59,Delayed
320,2014-01-12 15:31:24.078840788,Winter,Afternoon,East,West,Pharma,Road,Clear,Fragile,87.17,226.83,On Time
321,2014-01-12 16:23:58.574385743,Winter,Afternoon,South,East,Agriculture,Sea,Rain,None,64.82,212.7,On Time
322,2014-01-12 17:16:33.069930699,Winter,Evening,South,West,Automobile,Rail,Fog,Perishable,38.33,406.81,Delayed
323,2014-01-12 18:09:07.565475654,Winter,Evening,South,West,FMCG,Air,Clear,Fragile,67.42,438.47,On Time
324,2014-01-12 19:01:42.061020610,Winter,Evening,North,South,FMCG,Rail,Rain,None,77.99,202.56,On Time
325,2014-01-12 19:54:16.556565565,Winter,Evening,North,South,Electronics,Sea,Clear,None,127.43,109.01,On Time
326,2014-01-12 20:46:51.052110521,Winter,Evening,North,Central,FMCG,Sea,Clear,None,102.15,135.72,On Time
327,2014-01-12 21:39:25.547655476,Winter,Night,East,Central,Agriculture,Sea,Clear,Perishable,147.55,94.24,On Time
328,2014-01-12 22:32:00.043200432,Winter,Night,Central,East,FMCG,Sea,Fog,None,66.08,208.71,Cancelled
329,2014-01-12 23:24:34.538745387,Winter,Night,South,South,Agriculture,Rail,Clear,Fragile,67.14,234.81,On Time
330,2014-01-13 00:17:09.034290343,Winter,Night,South,Central,Automobile,Sea,Rain,Hazardous,79.85,173.16,On Time
331,2014-01-13 01:09:43.529835298,Winter,Night,East,West,FMCG,Road,Clear,Fragile,89.71,220.48,On Time
332,2014-01-13 02:02:18.025380253,Winter,Night,South,South,Electronics,Sea,Rain,Perishable,100.04,138.56,On Time
333,2014-01-13 02:54:52.520925209,Winter,Night,North,West,Pharma,Sea,Clear,Fragile,96.96,142.92,On Time
334,2014-01-13 03:47:27.016470164,Winter,Night,Central,West,Automobile,Sea,Clear,Hazardous,73.7,187.42,Delayed
335,2014-01-13 04:40:01.512015120,Winter,Night,West,East,Agriculture,Air,Clear,Fragile,112.9,263.39,On Time
336,2014-01-13 05:32:36.007560075,Winter,Morning,South,South,Pharma,Sea,Clear,Hazardous,122.22,113.62,Delayed
337,2014-01-13 06:25:10.503105031,Winter,Morning,North,West,Automobile,Road,Clear,Hazardous,92.35,214.25,On Time
338,2014-01-13 07:17:44.998649986,Winter,Morning,West,East,Automobile,Air,Clear,None,91.96,322.72,On Time
339,2014-01-13 08:10:19.494194942,Winter,Morning,Central,North,Automobile,Road,Clear,Hazardous,98.97,200.06,On Time
340,2014-01-13 09:02:53.989739897,Winter,Morning,West,North,Automobile,Rail,Storm,Hazardous,57.84,271.92,Cancelled
341,2014-01-13 09:55:28.485284852,Winter,Morning,North,West,Agriculture,Rail,Storm,Perishable,78.26,201.87,Delayed
342,2014-01-13 10:48:02.980829808,Winter,Morning,West,West,Electronics,Road,Clear,Hazardous,100.44,197.16,On Time
343,2014-01-13 11:40:37.476374763,Winter,Morning,East,North,FMCG,Sea,Fog,None,74.25,186.05,Delayed
344,2014-01-13 12:33:11.971919719,Winter,Afternoon,West,Central,FMCG,Rail,Clear,Hazardous,122.11,129.97,On Time
345,2014-01-13 13:25:46.467464674,Winter,Afternoon,South,East,FMCG,Sea,Clear,Hazardous,58.38,235.77,On Time
346,2014-01-13 14:18:20.963009630,Winter,Afternoon,South,West,Pharma,Rail,Clear,Fragile,94.89,166.86,On Time
347,2014-01-13 15:10:55.458554585,Winter,Afternoon,East,North,FMCG,Sea,Clear,Hazardous,115.61,120.06,On Time
348,2014-01-13 16:03:29.954099541,Winter,Afternoon,North,North,Electronics,Sea,Rain,Fragile,104.17,133.12,On Time
349,2014-01-13 16:56:04.449644496,Winter,Afternoon,South,North,Automobile,Road,Rain,Fragile,87.52,225.94,On Time
350,2014-01-13 17:48:38.945189452,Winter,Evening,Central,North,Agriculture,Sea,Clear,None,44.89,305.08,On Time
351,2014-01-13 18:41:13.440734407,Winter,Evening,South,North,FMCG,Air,Clear,Hazardous,126.81,234.72,Delayed
352,2014-01-13 19:33:47.936279362,Winter,Evening,South,North,Agriculture,Road,Clear,Perishable,122.77,161.59,On Time
353,2014-01-13 20:26:22.431824318,Winter,Evening,North,West,Pharma,Road,Clear,Perishable,59.64,329.82,On Time
354,2014-01-13 21:18:56.927369273,Winter,Night,West,East,FMCG,Sea,Clear,Perishable,65.59,210.24,On Time
355,2014-01-13 22:11:31.422914229,Winter,Night,South,North,Electronics,Road,Rain,None,93.31,212.07,On Time
356,2014-01-13 23:04:05.918459184,Winter,Night,East,North,Agriculture,Air,Clear,Perishable,64.8,455.93,On Time
357,2014-01-13 23:56:40.414004140,Winter,Night,West,North,Electronics,Rail,Fog,Fragile,71.68,220.14,Delayed
358,2014-01-14 00:49:14.909549095,Winter,Night,Central,North,Automobile,Rail,Clear,Hazardous,69.51,226.92,On Time
359,2014-01-14 01:41:49.405094051,Winter,Night,North,North,Pharma,Air,Clear,Hazardous,99.16,299.52,On Time
360,2014-01-14 02:34:23.900639006,Winter,Night,Central,South,Pharma,Road,Rain,Fragile,102.78,192.72,On Time
361,2014-01-14 03:26:58.396183962,Winter,Night,West,South,Pharma,Air,Clear,Hazardous,73.83,400.91,On Time
362,2014-01-14 04:19:32.891728917,Winter,Night,West,North,Electronics,Air,Clear,None,119.14,249.71,On Time
363,2014-01-14 05:12:07.387273872,Winter,Morning,West,North,Electronics,Sea,Clear,None,172.15,80.85,On Time
364,2014-01-14 06:04:41.882818828,Winter,Morning,Central,Central,Automobile,Rail,Clear,Perishable,97.06,163.17,On Time
365,2014-01-14 06:57:16.378363783,Winter,Morning,West,Central,Agriculture,Road,Clear,Perishable,98.84,200.32,On Time
366,2014-01-14 07:49:50.873908739,Winter,Morning,Central,East,Pharma,Sea,Rain,Hazardous,67.24,205.16,On Time
367,2014-01-14 08:42:25.369453694,Winter,Morning,West,South,Automobile,Air,Rain,Hazardous,91.32,324.96,On Time
368,2014-01-14 09:34:59.864998650,Winter,Morning,East,West,Agriculture,Air,Rain,Fragile,64.38,458.86,On Time
369,2014-01-14 10:27:34.360543605,Winter,Morning,West,East,Automobile,Air,Fog,Fragile,62.94,469.19,Delayed
370,2014-01-14 11:20:08.856088561,Winter,Morning,Central,East,Agriculture,Road,Fog,Fragile,81.16,243.43,Cancelled
371,2014-01-14 12:12:43.351633516,Winter,Afternoon,South,North,Agriculture,Road,Rain,Hazardous,72.09,273.64,On Time
372,2014-01-14 13:05:17.847178471,Winter,Afternoon,West,North,Agriculture,Rail,Clear,Perishable,104.49,151.67,On Time
373,2014-01-14 13:57:52.342723427,Winter,Afternoon,South,West,Automobile,Air,Clear,Perishable,68.69,430.48,On Time
374,2014-01-14 14:50:26.838268382,Winter,Afternoon,East,Central,Electronics,Rail,Clear,Hazardous,137.61,115.43,On Time
375,2014-01-14 15:43:01.333813338,Winter,Afternoon,North,North,Agriculture,Air,Fog,Hazardous,103.54,286.97,Cancelled
376,2014-01-14 16:35:35.829358293,Winter,Afternoon,East,South,FMCG,Air,Clear,Fragile,117.13,253.96,On Time
377,2014-01-14 17:28:10.324903249,Winter,Evening,West,West,Electronics,Rail,Clear,Fragile,108.82,145.69,On Time
378,2014-01-14 18:20:44.820448204,Winter,Evening,South,West,Automobile,Sea,Rain,Perishable,81.48,169.74,On Time
379,2014-01-14 19:13:19.315993160,Winter,Evening,South,North,FMCG,Road,Clear,Perishable,64.76,304.14,Delayed
380,2014-01-14 20:05:53.811538115,Winter,Evening,Central,West,FMCG,Sea,Clear,None,105.44,131.53,On Time
381,2014-01-14 20:58:28.307083071,Winter,Evening,South,Central,Agriculture,Sea,Rain,Perishable,76.86,179.81,On Time
382,2014-01-14 21:51:02.802628026,Winter,Night,Central,North,FMCG,Sea,Clear,Fragile,122.05,113.77,On Time
383,2014-01-14 22:43:37.298172981,Winter,Night,North,Central,FMCG,Sea,Storm,Perishable,71.04,194.34,Delayed
384,2014-01-14 23:36:11.793717937,Winter,Night,West,Central,Agriculture,Road,Clear,Perishable,93.66,211.28,On Time
385,2014-01-15 00:28:46.289262892,Winter,Night,Central,South,Electronics,Road,Rain,Perishable,126.64,156.69,On Time
386,2014-01-15 01:21:20.784807848,Winter,Night,North,North,FMCG,Sea,Clear,Perishable,116.03,119.63,On Time
387,2014-01-15 02:13:55.280352803,Winter,Night,South,South,Agriculture,Rail,Clear,Hazardous,137.33,115.67,On Time
388,2014-01-15 03:06:29.775897759,Winter,Night,South,South,FMCG,Air,Clear,None,86.54,342.7,Cancelled
389,2014-01-15 03:59:04.271442714,Winter,Night,North,West,FMCG,Sea,Clear,None,96.25,143.96,Delayed
390,2014-01-15 04:51:38.766987670,Winter,Night,South,East,FMCG,Sea,Clear,None,104.42,132.8,On Time
391,2014-01-15 05:44:13.262532625,Winter,Morning,North,North,FMCG,Rail,Clear,Hazardous,98.33,161.08,On Time
392,2014-01-15 06:36:47.758077580,Winter,Morning,Central,Central,Pharma,Rail,Fog,Hazardous,98.74,160.42,Cancelled
393,2014-01-15 07:29:22.253622536,Winter,Morning,Central,West,Electronics,Road,Clear,Perishable,158.39,125.48,On Time
394,2014-01-15 08:21:56.749167491,Winter,Morning,North,South,FMCG,Rail,Fog,Hazardous,77.42,204.03,Delayed
395,2014-01-15 09:14:31.244712447,Winter,Morning,Central,South,Electronics,Rail,Clear,Fragile,95.34,166.08,On Time
396,2014-01-15 10:07:05.740257402,Winter,Morning,Central,North,FMCG,Air,Clear,Fragile,79.54,372.49,On Time
397,2014-01-15 10:59:40.235802358,Winter,Morning,Central,West,FMCG,Road,Clear,Fragile,89.57,220.82,Delayed
398,2014-01-15 11:52:14.731347313,Winter,Morning,East,Central,FMCG,Sea,Rain,Perishable,71.78,192.36,On Time
399,2014-01-15 12:44:49.226892269,Winter,Afternoon,West,South,Electronics,Rail,Fog,None,98.51,160.79,Delayed
400,2014-01-15 13:37:23.722437224,Winter,Afternoon,South,West,Automobile,Sea,Clear,Hazardous,112.2,123.67,Delayed
401,2014-01-15 14:29:58.217982180,Winter,Afternoon,East,Central,Pharma,Air,Fog,None,62.24,474.38,Delayed
402,2014-01-15 15:22:32.713527135,Winter,Afternoon,Central,West,Agriculture,Air,Storm,Perishable,54.04,545.06,Cancelled
403,2014-01-15 16:15:07.209072090,Winter,Afternoon,North,South,Automobile,Road,Clear,Fragile,82.98,238.15,Delayed
404,2014-01-15 17:07:41.704617046,Winter,Evening,Central,South,Automobile,Rail,Clear,Hazardous,71.73,219.99,On Time
405,2014-01-15 18:00:16.200162001,Winter,Evening,West,Central,Electronics,Sea,Fog,Fragile,67.88,203.25,Delayed
406,2014-01-15 18:52:50.695706957,Winter,Evening,Central,West,Automobile,Road,Clear,Perishable,81.48,242.48,On Time
407,2014-01-15 19:45:25.191251912,Winter,Evening,North,South,Automobile,Rail,Clear,Perishable,94.5,167.54,On Time
408,2014-01-15 20:37:59.686796868,Winter,Evening,West,West,FMCG,Road,Clear,None,78.52,251.51,On Time
409,2014-01-15 21:30:34.182341823,Winter,Night,Central,North,Pharma,Rail,Storm,Perishable,59.91,262.68,Cancelled
